# C. W. Wright lidar532(at)gmail.com.  Generated:  2019-06-13 12:39:10.932767  by:  cwwppkgeotaglib.py as of 2019-04-04 19:30:00 
#  DJI M600 first test flight   
#  Trajectory File: /GP000639-gn10pk-CTMC.pos 
#        EXIF File: /2019-0612-exif.csv    251  Photos    Applied Clock Drift Correction: -1 days +23:59:54  EXIF UTC Offset:  0 days 06:00:00 
# Flash Event File: /GP000639.TXT    407  Flash Events.  Base Station:  
# Date     UTC Time	Photos.DNG	raw_exif_ymd_hms	Flash_Event_UTC_DATE_Time    	PIX Latitude	PIX Longitude	PIX Elevation	GPS Elevation	GPS Latitude	GPS Longitude	Q	N_Sats	 ZStdev    	 Ratio
2019-06-12 00:42:55	R0003589.JPG	2019:06:11 18:43:01	2019-06-12 00:42:54.998272359	39.71490911	-105.11522789	1694.01698912	1694.01700000	39.71490911	-105.11522790	1	9	0.00850000	39.40000000
2019-06-12 00:42:58	R0003590.JPG	2019:06:11 18:43:04	2019-06-12 00:42:58.001307439	39.71490911	-105.11522788	1694.01939961	1694.01940000	39.71490911	-105.11522788	1	9	0.00900000	5.80000000
2019-06-12 00:43:01	R0003591.JPG	2019:06:11 18:43:07	2019-06-12 00:43:00.998453079	39.71490910	-105.11522786	1694.02638345	1694.02640000	39.71490910	-105.11522786	1	9	0.00920000	7.10000000
2019-06-12 00:43:04	R0003592.JPG	2019:06:11 18:43:10	2019-06-12 00:43:04.000885359	39.71490884	-105.11523178	1695.80942375	1695.80720000	39.71490884	-105.11523177	1	9	0.00840000	10.80000000
2019-06-12 00:43:07	R0003593.JPG	2019:06:11 18:43:13	2019-06-12 00:43:07.001055679	39.71490808	-105.11524882	1700.81899310	1700.81880000	39.71490808	-105.11524882	1	9	0.00690000	9.10000000
2019-06-12 00:43:10	R0003594.JPG	2019:06:11 18:43:16	2019-06-12 00:43:10.001027799	39.71488759	-105.11526744	1700.88702148	1700.88710000	39.71488760	-105.11526743	1	9	0.00820000	14.70000000
2019-06-12 00:43:13	R0003595.JPG	2019:06:11 18:43:19	2019-06-12 00:43:13.001498279	39.71486620	-105.11528581	1700.79438515	1700.79460000	39.71486620	-105.11528581	1	9	0.00900000	6.40000000
2019-06-12 00:43:16	R0003596.JPG	2019:06:11 18:43:22	2019-06-12 00:43:15.998636519	39.71486553	-105.11528536	1700.46660663	1700.46650000	39.71486553	-105.11528536	1	9	0.00910000	8.90000000
2019-06-12 00:43:19	R0003597.JPG	2019:06:11 18:43:25	2019-06-12 00:43:19.001590359	39.71486901	-105.11528150	1700.28726629	1700.28730000	39.71486901	-105.11528150	1	9	0.00850000	11.20000000
2019-06-12 00:43:22	R0003598.JPG	2019:06:11 18:43:28	2019-06-12 00:43:21.998684199	39.71487195	-105.11527910	1700.17638710	1700.17630000	39.71487195	-105.11527910	1	9	0.00760000	16.10000000
2019-06-12 00:43:25	R0003599.JPG	2019:06:11 18:43:31	2019-06-12 00:43:25.001635599	39.71487343	-105.11527797	1700.12285764	1700.12290000	39.71487343	-105.11527797	1	9	0.00860000	19.10000000
2019-06-12 00:43:28	R0003600.JPG	2019:06:11 18:43:34	2019-06-12 00:43:27.998733199	39.71487402	-105.11527671	1700.09858999	1700.09860000	39.71487402	-105.11527671	1	9	0.00920000	21.90000000
2019-06-12 00:43:31	R0003601.JPG	2019:06:11 18:43:37	2019-06-12 00:43:31.001701879	39.71487447	-105.11527451	1700.05844153	1700.05840000	39.71487447	-105.11527451	1	9	0.00930000	24.90000000
2019-06-12 00:43:31	R0003601.JPG	2019:06:11 18:43:37	2019-06-12 00:43:31.001701879	39.71487447	-105.11527451	1700.05844153	1700.05840000	39.71487447	-105.11527451	1	9	0.00930000	24.90000000
2019-06-12 00:43:34	R0003602.JPG	2019:06:11 18:43:40	2019-06-12 00:43:33.998806199	39.71487668	-105.11527302	1700.17195237	1700.17200000	39.71487668	-105.11527302	1	9	0.00860000	11.70000000
2019-06-12 00:43:37	R0003603.JPG	2019:06:11 18:43:43	2019-06-12 00:43:37.001344599	39.71487669	-105.11527149	1700.10841049	1700.10840000	39.71487669	-105.11527149	1	9	0.00770000	15.50000000
2019-06-12 00:43:40	R0003604.JPG	2019:06:11 18:43:46	2019-06-12 00:43:40.005781399	39.71487851	-105.11527258	1700.18658846	1700.18650000	39.71487851	-105.11527258	1	9	0.00930000	19.50000000
2019-06-12 00:43:46	R0003606.JPG	2019:06:11 18:43:52	2019-06-12 00:43:46.001926439	39.71487903	-105.11527230	1710.78180801	1710.77600000	39.71487904	-105.11527230	1	9	0.00960000	41.80000000
